date,open,high,low,close,volume,adj close,ma7,ma21,ema,stddev,return,rsi
2019-02-04,41.85250,42.91500,41.82000,42.8125,125982000,42.8125,40.650000142857145,38.98988085714285,39.76546603712026,1.5738717837444054,0.02840499639682914,78.80184331797241
2019-02-05,43.21500,43.77000,43.087502,43.545,144406400,43.545,41.236428714285715,39.29845233333334,40.125421652632625,1.796852289024212,0.017109489051094995,78.72108843537421
2019-02-06,43.66250,43.89250,43.21250,43.56,112958400,43.56,41.87714285714286,39.61166661904762,40.4525243523819,1.694386828971013,0.0003444712366518221,77.61877504293079
2019-02-07,43.099998,43.48500,42.58500,42.735,126966800,42.735,42.45785714285715,39.85202376190476,40.669902985488385,0.9412075893183373,-0.018939393939394034,70.2036441586281
2019-02-08,42.24750,42.66500,42.10500,42.6025,95280000,42.6025,42.64214285714286,40.05559519047619,40.8539598440133,0.7944159654679863,-0.003100503100503138,68.4196259148821
2019-02-11,42.76250,42.80250,42.3125,42.3575,83973600,42.3575,42.74892857142857,40.24166661904762,40.99715414458347,0.6736048191491112,-0.005750836218531674,73.47889374090249
2019-02-12,42.52500,42.75,42.42500,42.7225,89134000,42.7225,42.904999999999994,40.46309528571429,41.161472797480286,0.4655910222501618,0.008617128017470277,74.11196362603013
2019-02-13,42.84750,43.12000,42.48000,42.545,89960800,42.545,42.86678571428571,40.70333338095239,41.29323729295835,0.4850208635669084,-0.004154719410146779,75.20184544406004
2019-02-14,42.42750,42.81500,42.34500,42.7,87342800,42.7,42.746071428571426,40.91440480952381,41.42721469362898,0.3823852146473583,0.003643201316253508,71.56084656084663
2019-02-15,42.8125,42.92500,42.4375,42.605,98507200,42.605,42.60964285714285,41.09869052380952,41.53938472280718,0.1319361317346381,-0.0022248243559720438,74.2112381054543
2019-02-19,42.42750,42.86000,42.37250,42.7325,75891200,42.7325,42.60928571428571,41.27809528571428,41.65301474920649,0.13154304021318805,0.002992606501584394,78.96613190730837
2019-02-20,42.79750,43.33000,42.74750,43.0074997,104457600,43.0074997,42.66714281428572,41.459166700000004,41.78201331594873,0.19954851245097396,0.00643537588486498,68.24542313748694
2019-02-21,42.95000,43.092499,42.57500,42.765,68998800,42.765,42.7253571,41.67059527142857,41.87563109538219,0.1465677817353594,-0.005638544479255048,62.58170099107205
2019-02-22,42.89500,43.25,42.84500,43.2425,75652800,43.2425,42.79964281428572,41.897380985714285,42.00580908629817,0.24416276416506857,0.011165672863322706,65.97325598493384
2019-02-25,43.54000,43.96750,43.48750,43.5575,87493600,43.5575,42.944285671428574,42.15369050952381,42.15358917331739,0.34658966868681673,0.007284500202347166,58.911484532748965
2019-02-26,43.42750,43.82500,43.29250,43.5825,68280800,43.5825,43.0703571,42.350952414285715,42.28967591871574,0.39940171816875036,0.000573953968891816,50.539956896752834
2019-02-27,43.30250,43.75,43.18250,43.7175,111341600,43.7175,43.22928567142857,42.572023795238096,42.425659164552336,0.40467251402473436,0.0030975735673721694,52.19206717195275
2019-02-28,43.58000,43.72750,43.23000,43.2875,112861600,43.2875,43.30857138571428,42.79190474761905,42.50773924411878,0.34037929699290465,-0.009835878080860061,58.63956377912071
2019-03-01,43.57000,43.78750,43.22250,43.7425,103544800,43.7425,43.41357142857142,42.90761903333333,42.62533550658366,0.34535566553080843,0.010511117528154701,66.19318457838379
2019-03-04,43.92250,44.4375,43.49250,43.9625,109744800,43.9625,43.58464285714286,43.019642842857145,42.752684505956644,0.2554221528967629,0.005029433617191437,72.96137733242531
2019-03-05,43.98500,44,43.63500,43.8825,78949600,43.8825,43.67607142857143,43.12690474761905,42.86028598157982,0.22530931120179185,-0.0018197327267557295,68.06853920284232
2019-03-06,43.66750,43.87250,43.48500,43.63,83241600,43.63,43.68642857142857,43.165833319047614,42.93359207857222,0.22056677533321356,-0.005754002164872096,66.51446268148484
2019-03-07,43.46750,43.61000,43.0050011,43.125,99185600,43.125,43.62107142857143,43.14583331904762,42.95182140442248,0.30724534558051997,-0.011574604629841945,55.84594319327807
2019-03-08,42.58000,43.26750,42.375,43.2275,95997600,43.2275,43.55107142857143,43.129999985714285,42.9780765087632,0.3360799047561366,0.002376811594202888,58.5449567953258
2019-03-11,43.87250,44.78000,43.83750,44.725,128044000,44.725,43.75642857142857,43.22476189047619,43.14445017459528,0.5309010758897477,0.03464229946214803,69.87531409978826
2019-03-12,45,45.66750,44.84250,45.2275,129870400,45.2275,43.96857142857143,43.34976189047619,43.34283587225287,0.7681103126380272,0.01123532699832297,71.18321018224492
2019-03-13,45.5625,45.82500,45.23000,45.4275,124130000,45.4275,44.17785714285714,43.495952366666664,43.541375312990695,0.9453211850250015,0.004422088331214491,75.61327561327565
2019-03-14,45.97500,46.025002,45.64000,45.9325,94318000,45.9325,44.47071428571429,43.64880950952381,43.769101473658246,1.1367329962492627,0.01111661438555922,75.74162679425838
2019-03-15,46.21250,46.83250,45.93500,46.53,156171600,46.53,44.885,43.83857141428572,44.032044190452694,1.2964952757337422,0.013008218581614495,76.98592827961873
2019-03-18,46.45000,47.097500,46.44750,47.0050011,104879200,47.0050011,45.439285871428574,44.04357146666667,44.31518294374291,1.2471016313264973,0.010208491295938149,78.72430103286092
2019-03-19,47.087502,47.24750,46.48000,46.6325,126585600,46.6325,45.92571444285714,44.235357180952384,44.535879806243585,0.8373618097931439,-0.007924712079200424,73.52702957877884
2019-03-20,46.55750,47.37250,46.18250,47.040001,124140800,47.040001,46.256428871428575,44.44047627619048,44.7743675389823,0.7350015791691077,0.00873856216158253,80.39691417251917
2019-03-21,47.50500,49.082500,47.45250,48.7725,204136800,48.7725,46.76285744285714,44.7150001,45.155142059079225,1.0581425505843993,0.036830335101396106,83.7583792928276
2019-03-22,48.83500,49.42250,47.69500,47.7625,169630800,47.7625,47.096428871428564,44.952976290476194,45.40346186297644,0.9269313531114696,-0.020708390999025994,73.0582462708566
2019-03-25,47.87750,47.99500,46.65000,47.185,175381200,47.185,47.275357442857135,45.14071438571428,45.57313216174059,0.7728968011797633,-0.012091075634650617,68.89842156491818
2019-03-26,47.91500,48.22000,46.14500,46.6975,199202000,46.6975,47.29928601428571,45.2902381952381,45.68021481300339,0.7481722464972035,-0.010331673201229297,67.09389383041886
2019-03-27,47.1875,47.44000,46.63750,47.1175,119393600,47.1175,47.315357285714285,45.458571528571426,45.817099116526876,0.7419798746628792,0.00899405749772475,72.46131652153063
2019-03-28,47.23750,47.39000,46.88250,47.18,83121600,47.18,47.39357157142857,45.62345248095238,45.946899200667175,0.684642243212069,0.0013264710564016013,72.3368127560341
2019-03-29,47.45750,47.52000,47.13500,47.4875,94256000,47.4875,47.457499999999996,45.82345248095238,46.09362308631792,0.6667848853514647,0.006517592200084632,68.03786618566035
2019-04-01,47.91000,47.92000,47.095001,47.81,111448000,47.81,47.32,46.01714295714286,46.257087554287644,0.3937638886437353,0.006791260858120651,67.26846700225644
2019-04-02,47.77250,48.61500,47.76250,48.505,91062800,48.505,47.42607142857143,46.23345248095238,46.4711744538793,0.5859409404659478,0.01453670780171512,69.30071590322044
2019-04-03,48.3125,49.125,48.28750,48.8375,93087200,48.8375,47.662142857142854,46.46940486190476,46.696538791605086,0.7750126727073365,0.006854963405834358,68.62178961949522
2019-04-04,48.69750,49.092499,48.28500,48.9225,76457200,48.9225,47.980000000000004,46.721428671428576,46.90853509716651,0.7696969100452145,0.0017404658305606446,66.41508938412395
2019-04-05,49.11250,49.27500,48.98250,49.25,74106400,49.25,48.284642857142856,47.01309533809524,47.13153175457922,0.7930891981298728,0.006694261331698037,65.72127839027922
2019-04-08,49.10500,50.057499,49.084999,50.025002,103526800,50.025002,48.69107171428572,47.33678590952381,47.4071003493812,0.8589010468812468,0.01573608121827408,72.48923500451176
2019-04-09,50.080002,50.71250,49.80750,49.875,143072800,49.875,49.032143142857144,47.582024004761905,47.642138411344895,0.7708284859566772,-0.002998540609753464,69.45777510318115
2019-04-10,49.67000,50.18500,49.54500,50.155,86781200,50.155,49.36714314285714,47.816666861904764,47.88145856264538,0.6514928994974468,0.0056140350877194045,61.85168497098329
2019-04-11,50.21250,50.25,49.61000,49.7375,83603200,49.7375,49.54321457142857,48.02190495714286,48.05822441382201,0.5359607192877075,-0.008324194995513956,68.84540546152245
2019-04-12,49.80000,50.035000,49.052502,49.7175,111042800,49.7175,49.66892885714286,48.202143052380954,48.21625066012468,0.43688998206518553,-0.00040211108318666255,77.04215522293194
2019-04-15,49.64500,49.96250,49.50250,49.8075,70146400,49.8075,49.79535742857143,48.358214480952384,48.36779821630328,0.2873423555378815,0.0018102277869964656,86.28934768789013
2019-04-16,49.86500,50.34250,49.64000,49.8125,102785600,49.8125,49.87571457142857,48.49190490476191,48.505388862369635,0.15972477668181873,0.00010038648797872085,84.81908545830959
2019-04-17,49.88500,50.84500,49.65250,50.7825,115627200,50.7825,49.98392857142857,48.68952395238095,48.722256589763,0.3810234494717986,0.01947302383939764,87.70274185013763
2019-04-18,50.78000,51.037498,50.63000,50.965,96783200,50.965,50.13964285714285,48.87642866666666,48.93585120026176,0.5247190291228043,0.003593757692118338,87.37234830964144
2019-04-22,50.70750,51.23500,50.58500,51.1325,77758000,51.1325,50.27928571428571,48.988809619047615,49.14505584785587,0.645627463347354,0.0032865692141665903,86.93715447501546
2019-04-23,51.10750,51.9375,50.97500,51.87,93292000,51.87,50.583928571428565,49.18440485714285,49.404574338536264,0.8254491922870738,0.01442331198357194,87.05943871415089
2019-04-24,51.84000,52.12000,51.76250,51.79,70162400,51.79,50.88,49.40369057142857,49.63175773486614,0.8345158276907821,-0.0015423173317909988,84.43145475782649
2019-04-25,51.70750,51.94000,51.28000,51.32,74172800,51.32,51.09607142857143,49.62380961904761,49.79254271249794,0.694626484076671,-0.009075111025294458,75.65540874871378
2019-04-26,51.22500,51.25,50.53000,51.075001,74596400,51.075001,51.276428714285714,49.81226204761905,49.914681597021946,0.4123555931935486,-0.004773947778643817,69.88017219160861
2019-04-29,51.099998,51.49250,50.96500,51.1525,88818800,51.1525,51.32928585714286,50.00142871428571,50.03256906397224,0.358714933245385,0.0015173567984854142,64.48295439948623
2019-04-30,50.76500,50.85000,49.77750,50.1675,186139600,50.1675,51.21535728571428,50.12904776190476,50.04541962930822,0.5624711216924866,-0.0192561458384245,53.093602577938654
2019-05-01,52.47000,53.82750,52.30750,52.63,259309200,52.63,51.42928585714286,50.35857157142858,50.291570140802676,0.7716036568946805,0.04908556336273495,67.90883296927147
2019-05-02,52.46000,53.16250,52.032501,52.2875,127985200,52.2875,51.48892871428571,50.538690619047614,50.48165869882146,0.8255942189748375,-0.006507695230856925,68.65399229085365
2019-05-03,52.72250,52.96000,52.55750,52.9375,83569600,52.9375,51.65285728571428,50.73392871428572,50.71554834655275,0.9924079891378699,0.012431269423858415,71.56731991086933
2019-05-06,51.072498,52.21000,50.875,52.12,129772400,52.12,51.767143,50.88619061904762,50.849305646881064,0.993750595207921,-0.015442739079102763,64.11352190748167
2019-05-07,51.47000,51.85500,50.20750,50.715,155054800,50.715,51.715714285714284,50.95595252380952,50.83651463289239,1.043605243740021,-0.026957022256331453,54.70419696725505
2019-05-08,50.47500,51.33500,50.4375,50.725,105358000,50.725,51.65464285714285,50.98928576190476,50.825894191664545,1.0933791548178702,0.00019718032140381148,49.66695619274979
2019-05-09,50.099998,50.42000,49.16500,50.18,139634400,50.18,51.65642857142858,51.003809571428576,50.764380459125064,1.0905520936880468,-0.010744208969935998,45.63646373239881
2019-05-10,49.35500,49.71250,48.19250,49.295,164834800,49.295,51.18000000000001,50.962857190476186,50.624439463017914,1.3022696533359623,-0.017636508569151,40.54053859264631
2019-05-13,46.92750,47.37000,45.71250,46.43,229722400,46.43,50.34321428571429,50.805357190476194,50.22496903796859,2.105940365116816,-0.05811948473476014,27.027023146456642
2019-05-14,46.60250,47.42500,46.35250,47.165,146118800,47.165,49.51857142857143,50.68380957142857,49.93354341530492,2.050218919785739,0.015830282145164798,31.49259407644564
2019-05-15,46.56750,47.9375,46.50500,47.73,106178800,47.73,48.89142857142857,50.584880999999996,49.72368213765683,1.774766919639707,0.01197922188063183,35.742650634257444
2019-05-16,47.47750,48.11750,47.21000,47.52,132125600,47.52,48.434999999999995,50.47571433333333,49.51380764835618,1.632783921201189,-0.004399748585794949,35.842288796677735
2019-05-17,46.73250,47.72500,46.69000,47.25,131516400,47.25,47.93857142857143,50.30750004761905,49.2982069199413,1.3185178367068393,-0.005681818181818232,34.69307707393605
2019-05-20,45.88000,46.087502,45.070000,45.7725,154449200,45.7725,47.308928571428574,50.060238142857145,48.96242530851832,1.1048113122674297,-0.031269841269841225,33.40256797583082
2019-05-21,46.30500,47,46.17500,46.65,113459200,46.65,46.93107142857143,49.846785761904755,48.74219432675467,0.684826403098435,0.019170899557594545,24.345774345774288
2019-05-22,46.16500,46.42750,45.63750,45.695,118994400,45.695,46.826071428571424,49.55273814285714,48.45198534325423,0.8178781708669937,-0.0204715969989282,23.130222131648623
2019-05-23,44.95000,45.13500,44.45250,44.915,146118800,44.915,46.50464285714286,49.22535719047619,48.11512959627763,1.0667439053135457,-0.017069701280227667,17.64468642871543
2019-05-24,45.049999,45.53500,44.65500,44.7425,94858800,44.7425,46.07785714285715,48.91214290476191,47.79392677758453,1.0921141848986888,-0.0038405877769119856,18.6130610508402
2019-05-28,44.73000,45.14750,44.47750,44.5575,111792800,44.5575,45.65464285714285,48.60178571428572,47.485695655909815,1.0111229612944832,-0.00413477119070238,20.769048184191746
2019-05-29,44.10500,44.83750,44,44.345,113924800,44.345,45.23964285714286,48.27761904761904,47.1865817839184,0.826502959980738,-0.0047691185546765436,20.284117373078672
2019-05-30,44.48750,44.80750,44.16750,44.575,84873600,44.575,45.068571428571424,48.01130952380952,46.937859709259506,0.8217459273080676,0.0051866050287519005,23.10460652591172
2019-05-31,44.057499,44.49750,43.74750,43.7675,108174400,43.7675,44.65678571428571,47.589285714285715,46.635920689330035,0.5854480376273183,-0.018115535614133593,23.277737490935436
2019-06-03,43.90000,44.48000,42.56750,43.325,161584400,43.325,44.31821428571429,47.162499999999994,46.32059490939385,0.5700652635985405,-0.010110241617638516,30.39772727272728
2019-06-04,43.86000,44.95750,43.63000,44.91,123872000,44.91,44.317499999999995,46.7802380952381,46.18625253707062,0.5691953384674728,0.03658395845354856,37.14367160775367
2019-06-05,46.070000,46.24750,45.28500,45.635,119093600,45.635,44.44499999999999,46.471428571428575,46.13375229544485,0.7511421858297535,0.016143397906924983,38.26987681970884
2019-06-06,45.77000,46.36750,45.53750,46.305,90105200,46.305,44.69464285714286,46.261428571428574,46.15006160064058,1.0324711745081512,0.014681713597019863,43.530351437699665
2019-06-07,46.62750,47.98000,46.44250,47.5375,122737600,47.5375,45.15071428571429,46.10964285714286,46.28219859105577,1.466262762295695,0.026616996004751092,51.388553489495294
2019-06-10,47.95250,48.84250,47.90500,48.145,104883600,48.145,45.660714285714285,46.01273809523809,46.45960824905046,1.8126021317694074,0.012779384696292473,62.50988663327183
2019-06-11,48.71500,49,48.40000,48.7025,107731600,48.7025,46.365714285714276,45.98452380952381,46.67321698723613,1.9105925751177277,0.011579603281753004,61.2005457025921
2019-06-12,48.48750,48.99250,48.34750,48.5475,73012800,48.5475,47.11178571428571,46.08535714285714,46.85172013130888,1.5011146652054892,-0.0031825881628253505,67.05530642750372
2019-06-13,48.67500,49.19750,48.40000,48.5375,86698400,48.5375,47.63,46.15071428571429,47.01227059499375,1.2127826131118513,-0.00020598383026926292,73.8557787290089
2019-06-14,47.88750,48.39750,47.57500,48.185,75046000,48.185,47.994285714285716,46.172380952380955,47.12395910975625,0.8390591386159723,-0.007262425959309815,72.14538436796398
2019-06-17,48.22500,48.74000,48.042500,48.4725,58676400,48.4725,48.30392857142857,46.2177380952381,47.252391575493746,0.3932711563040046,0.005966587112171684,74.85714285714288
2019-06-18,49.012501,50.072498,48.80250,49.6125,106204000,49.6125,48.60035714285714,46.330238095238094,47.477163806399105,0.4895287456900512,0.023518489865387515,79.92047713717695
2019-06-19,49.92000,49.97000,49.32750,49.4675,84496800,49.4675,48.78928571428572,46.506190476190476,47.666719634361094,0.5373637701113653,-0.0029226505416980464,78.06137080585033
2019-06-20,50.092499,50.15250,49.50750,49.865,86056000,49.865,48.955357142857146,46.659285714285716,47.87607966918385,0.6694687392678376,0.008035578915449593,86.69876617514304
2019-06-21,49.70000,50.21250,49.53750,49.695,191202400,49.695,49.119285714285716,46.849761904761905,48.04931017688063,0.693030353901106,-0.0034092048531033647,89.63907902924709
2019-06-24,49.63500,50.040001,49.54250,49.645,72881600,49.645,49.277499999999996,47.075,48.201280636225334,0.6638806368615658,-0.0010061374383740773,86.42307692307702
2019-06-25,49.60750,49.81500,48.82250,48.8925,84281200,48.8925,49.378571428571426,47.272619047619045,48.26711105182292,0.5045766731105747,-0.015157619095578667,74.95212562236694
2019-06-26,49.44250,50.24750,49.33750,49.95,104270000,49.95,49.58964285714286,47.52940476190476,48.42738618974455,0.34672103511351776,0.021629084215370575,76.35574837310197
2019-06-27,50.072498,50.39250,49.89250,49.935,83598800,49.935,49.63571428571429,47.795595238095245,48.57096845738793,0.3708512569233348,-0.0003003003003002602,71.0399297937692
2019-06-28,49.67000,49.875,49.26250,49.48,124442400,49.48,49.637499999999996,48.02916666666667,48.65754289001765,0.36993524208034834,-0.00911184539901888,62.0378719567177
2019-07-01,50.79250,51.12250,50.16250,50.3875,109012000,50.3875,49.71214285714285,48.34440476190476,48.82230071001597,0.46419380958480677,0.018340743734842402,64.29177268871925
2019-07-02,50.35250,50.78250,50.34000,50.6825,67740800,50.6825,49.85321428571428,48.694761904761904,48.999462547157314,0.5908816052546254,0.0058546266435126615,67.68848384424189
2019-07-03,50.82000,51.11000,50.67250,51.1025,45448000,51.1025,50.06142857142857,48.98964285714286,49.19975182838043,0.7426008028413806,0.008286884032950192,69.89914662529088
2019-07-05,50.83750,51.27000,50.72500,51.057499,69062000,51.057499,50.370714142857146,49.247857095238096,49.37668013043944,0.6143960523689249,-0.0008806027102392644,73.40121003646267
2019-07-08,50.20250,50.35000,49.60250,50.0050011,101354400,50.0050011,50.37857144285714,49.42404762380953,49.43652022277854,0.6084417987191945,-0.020613972885745957,61.101060081298975
2019-07-09,49.80000,50.37750,49.70250,50.31,82312000,50.31,50.43214287142858,49.55607143333334,49.519708772990114,0.5786573059988025,0.0060993679290211045,55.7478389196944
2019-07-10,50.46250,50.93250,50.39000,50.8075,71588400,50.8075,50.621785728571425,49.682857147619046,49.642355556514865,0.40653652976797683,0.009888690121248267,60.43614064789861
2019-07-11,50.82750,51.097500,50.42750,50.4375,80767200,50.4375,50.628928585714284,49.7654761952381,49.71808359875155,0.40214963726214537,-0.0072823894110121135,54.47790533459391
2019-07-12,50.61250,51,50.55000,50.825,70380800,50.825,50.649285728571435,49.87392857619048,49.823504208394255,0.4088641165299167,0.007682775712515522,58.54765791298751
2019-07-15,51.022499,51.46750,51,51.3025,67789600,51.3025,50.67785715714285,50.00559524285714,49.96436095045195,0.45066443864807043,0.009394982784062922,61.77620261565123
2019-07-16,51.14750,51.52750,50.875,51.125,67467200,51.125,50.68750015714285,50.14559524285714,50.07489800278986,0.46075092665837075,-0.0034598703766873795,67.27273315280664
2019-07-17,51.012501,51.27250,50.81750,50.8375,56430000,50.8375,50.806428571428576,50.25821429047619,50.147526764428925,0.34915032920027583,-0.005623471882640563,57.795347764561235
2019-07-18,51,51.47000,50.92500,51.415,74162400,51.415,50.964285714285715,50.34404762380952,50.26823850114998,0.33687817495589606,0.0113597246127366,61.830539732563906
2019-07-19,51.44750,51.625,50.59000,50.6475,83717200,50.6475,50.941428571428574,50.4002381,50.3043586438976,0.3542681927306804,-0.014927550325780414,58.88846890820431
2019-07-22,50.91250,51.80750,50.90250,51.805,89111600,51.805,51.13678571428572,50.49261905238096,50.447276868288306,0.40366992055591394,0.022854040179673296,60.39604295875239
2019-07-23,52.11500,52.22750,51.82250,52.21,73420800,52.21,51.33464285714285,50.612380957142854,50.61515526178466,0.5413321311267165,0.007817778206736792,61.02490425908186
2019-07-24,51.91750,52.28750,51.79250,52.1675,59966400,52.1675,51.458214285714284,50.7325000047619,50.76299761780517,0.6250295231120055,-0.0008140203026241188,58.12977372297742
2019-07-25,52.22250,52.31000,51.68250,51.755,55638400,51.755,51.54821428571428,50.868809528571425,50.857474035157054,0.6143182438782208,-0.007907221929361996,55.041570817929426
2019-07-26,51.87000,52.43250,51.78500,51.935,70475600,51.935,51.705,50.96333333809524,50.96009555561828,0.538011384637644,0.003477924838179991,65.96360009263196
2019-07-29,52.11500,52.66000,52.11000,52.42,86693600,52.42,51.848571428571425,51.08166667142857,51.09913407413083,0.5801685407827623,0.009338596322326032,66.94779116465864
2019-07-30,52.19000,52.54000,51.82750,52.195,135742800,52.195,52.06964285714286,51.21095238571428,51.203502257546944,0.24320956571824034,-0.004292254864555534,61.65476690466193
2019-07-31,54.10500,55.34250,52.82500,53.26,277125600,53.26,52.277499999999996,51.347738099999994,51.39935918539962,0.48294021369079426,0.020404253280965623,71.22978563369686
2019-08-01,53.47500,54.50750,51.68500,52.1075,216071600,52.1075,52.26285714285715,51.415595242857144,51.46680116774252,0.4868658879577138,-0.021639128802102836,58.65092748735244
2019-08-02,51.38250,51.60750,50.40750,51.0050011,163448400,51.0050011,52.096785871428565,51.410952438095244,51.4228202089099,0.6834083121436471,-0.021158161493067262,48.14930674516173
2019-08-05,49.49750,49.66250,48.14500,48.335,209572000,48.335,51.60821444285715,51.28130962857143,51.12874209377562,1.5898418475590257,-0.05234782947588257,36.75213675213676
2019-08-06,49.077499,49.51750,48.51000,49.25,143299200,49.25,51.22464301428572,51.24535719523809,50.9498142753208,1.806934783638119,0.018930381710975386,42.88595115393233
2019-08-07,48.85250,49.89000,48.45500,49.76,133457600,49.76,50.844643014285715,51.219166719047614,50.83649863005215,1.7933014577369153,0.01035532994923849,42.53832281334534
2019-08-08,50.049999,50.88250,49.84750,50.8575,108038000,50.8575,50.65357158571429,51.22154767142857,50.83849876052337,1.6939462795214852,0.02205586816720273,50.91943957968478
2019-08-09,50.32500,50.69000,49.82250,50.2475,98478800,50.2475,50.22321444285715,51.212500052380946,50.78221316428305,1.2444341517666844,-0.011994297792852548,42.837433892848935
2019-08-12,49.90500,50.51250,49.78750,50.12,89927600,50.12,49.939285871428574,51.17892862380953,50.71914524387514,0.9298307438401984,-0.002537439673615749,40.136857008022645
2019-08-13,50.25500,53.035000,50.12000,52.2425,188874000,52.2425,50.11607142857143,51.223690528571424,50.86422664922037,1.2340843916499589,0.04234836392657626,50.29585798816569
2019-08-14,50.79000,51.61000,50.64750,50.6875,146189600,50.6875,50.45214285714285,51.202857195238096,50.847395539770815,0.9575570354763383,-0.029765038043738312,46.13714492491405
2019-08-15,50.86500,51.28500,49.91750,50.435,108909600,50.435,50.62142857142857,51.18369052857143,50.80811977407836,0.8016686466660476,-0.0049815043156595795,44.60043196544276
2019-08-16,51.070000,51.79000,50.96000,51.625,110481600,51.625,50.887857142857136,51.19369052857143,50.88591789083279,0.7772004092833593,0.02359472588480216,47.27646454265159
2019-08-19,52.65500,53.18250,52.50750,52.5875,97654400,52.5875,51.135,51.28607148095237,51.047973329801096,1.0070211848150965,0.01864406779661021,51.27996086743844
2019-08-20,52.72000,53.33750,52.58000,52.59,107537200,52.59,51.46964285714285,51.32345243333333,51.19483301267718,1.0511912177097937,4.753981459471035e-05,47.65241765942539
2019-08-21,53.24750,53.41250,52.90000,53.16,86141600,53.16,51.90392857142858,51.36869052857142,51.38199177337459,1.0283936271587135,0.01083856246434678,53.84474885844747
2019-08-22,53.29750,53.61000,52.6875,53.115,89014800,53.115,52.02857142857143,51.413809576190474,51.54704017591034,1.1246386985964207,-0.0008465011286680202,58.353122392047936
2019-08-23,52.35750,53.012501,50.25,50.66,187272000,50.66,52.02464285714286,51.36166671904762,51.46256015915698,1.1301386608982293,-0.046220465028711355,59.363672976238405
2019-08-26,51.46500,51.79750,51.26500,51.6225,104174400,51.6225,52.19428571428572,51.34678576666666,51.47779252495155,0.9216456231988516,0.01899921042242414,59.518555667001
2019-08-27,51.96500,52.13750,50.88250,51.040001,103493200,51.040001,52.110714428571434,51.28107152857143,51.43609809400379,1.0046543175923675,-0.011283820039711512,55.10570842486703
2019-08-28,51.025002,51.43000,50.83000,51.3825,63755200,51.3825,51.93857157142857,51.24238105238095,51.430993513622475,1.012548057883506,0.006710403473542348,52.22835351924507
2019-08-29,52.125,52.33000,51.66500,52.2525,83962000,52.2525,51.89035728571429,51.194404861904765,51.50923222661081,0.983991967821865,0.016931834768646903,58.326413343258004
2019-08-30,52.54000,52.61250,51.80000,52.185,84573600,52.185,51.75107157142857,51.198095338095236,51.57359106217169,0.8315106024721922,-0.0012918042198937219,58.618532323628116
2019-09-03,51.60750,51.74500,51.055000,51.425,80092000,51.425,51.509643,51.21809528571428,51.55943953244105,0.5753936214824812,-0.014563571907636352,46.15022296213287
2019-09-04,52.097500,52.37000,51.83000,52.2975,76752400,52.2975,51.74357157142857,51.40678576190477,51.6297310055419,0.5003722459566147,0.01696645600388913,58.10266896883119
2019-09-05,53,53.49250,52.87750,53.32,95654800,53.32,51.986071571428575,51.60059528571429,51.7907090050141,0.7703958746581677,0.019551603805153306,63.47501419430436
2019-09-06,53.51250,53.60500,53.12750,53.315,77449200,53.315,52.31107142857143,51.769881000000005,51.93587957596514,0.7845046966381457,-9.377344336092275e-05,58.876052284884906
